,HHID,PN,V207
3180,030313,010,1.0
3181,030314,010,1.0
3182,030314,040,0.0
3183,030317,010,1.0
3184,030317,040,2.0
3185,030331,010,1.0
3186,030333,010,0.0
3187,030406,010,1.0
3188,030423,010,1.0
3189,030423,020,0.0
3190,030442,010,1.0
3191,030442,040,0.0
3192,030480,010,1.0
3193,030487,010,2.0
3194,030487,020,0.0
3195,030491,020,0.0
3196,030491,030,0.0
3197,030523,020,1.0
3198,030523,030,2.0
3199,030534,030,2.0
3200,030545,010,0.0
3201,030545,040,0.0
3202,030551,010,0.0
3203,030577,010,1.0
3204,030580,010,3.0
3205,030607,010,2.0
3206,030607,020,0.0
3207,030620,040,0.0
3208,030622,010,1.0
3209,030634,010,2.0
3210,030644,010,1.0
3211,030644,020,2.0
3212,030645,010,2.0
3213,030649,010,3.0
3214,030649,020,1.0
3215,030652,010,3.0
3216,030652,020,3.0
3217,030681,010,1.0
3218,030681,040,1.0
3219,030683,020,3.0
3220,030683,030,3.0
3221,030687,040,0.0
3222,030693,010,0.0
3223,030693,020,1.0
3224,030701,010,3.0
3225,030706,010,2.0
3226,030732,010,3.0
3227,030732,040,1.0
3228,030733,020,2.0
3229,030733,030,3.0
3230,030735,010,3.0
3231,030735,020,3.0
3232,030760,010,3.0
3233,030760,020,3.0
3234,030761,010,1.0
3235,030761,020,2.0
3236,030766,010,2.0
3237,030769,010,1.0
3238,030769,020,3.0
3239,030775,010,1.0
3240,030781,010,1.0
3241,030790,010,0.0
3242,030790,040,1.0
3243,030791,010,0.0
3244,030792,010,0.0
3245,030792,040,1.0
3246,030804,020,0.0
3247,030804,030,1.0
3248,030820,010,0.0
3249,030820,020,0.0
3250,030824,010,0.0
3251,030824,020,0.0
3252,030829,010,0.0
3253,030842,010,0.0
3254,030842,040,0.0
3255,030862,010,3.0
3256,030873,010,2.0
3257,030875,010,2.0
3258,030891,010,0.0
3259,030892,020,0.0
3260,030892,030,1.0
3261,030904,010,1.0
3262,030904,020,1.0
3263,030907,010,2.0
3264,030907,020,2.0
3265,030915,010,1.0
3266,030915,040,1.0
3267,030932,010,0.0
3268,030932,040,0.0
3269,030950,010,3.0
3270,030950,040,1.0
3271,030955,010,0.0
3272,030956,010,0.0
3273,030958,010,1.0
3274,030971,010,2.0
3275,030972,010,1.0
3276,030980,010,2.0
3277,031000,010,3.0
3278,031000,020,3.0
3279,031014,010,2.0
3280,031014,020,1.0
3281,031018,010,2.0
3282,031018,040,3.0
3283,031019,010,2.0
3284,031019,040,2.0
3285,031051,010,3.0
3286,031059,020,0.0
3287,031059,030,1.0
3288,031061,010,2.0
3289,031126,010,3.0
3290,031126,020,0.0
3291,031135,010,0.0
3292,031135,040,0.0
3293,031168,010,3.0
3294,031208,010,3.0
3295,031208,020,3.0
3296,031209,010,3.0
3297,031209,040,2.0
3298,031210,010,1.0
3299,031210,020,0.0
3300,031212,010,3.0
3301,031212,040,3.0
3302,031216,010,3.0
3303,031232,010,3.0
3304,031252,010,2.0
3305,031274,010,2.0
3306,031300,010,2.0
3307,031300,040,0.0
3308,031303,010,0.0
3309,031303,020,0.0
3310,031318,010,2.0
3311,031318,040,1.0
3312,031326,010,2.0
3313,031326,020,3.0
3314,031333,010,2.0
3315,031333,020,0.0
3316,031337,010,3.0
3317,031347,010,2.0
3318,031354,010,1.0
3319,031355,010,3.0
3320,031355,020,2.0
3321,031369,010,2.0
3322,031378,010,2.0
3323,031378,040,1.0
3324,031379,010,1.0
3325,031408,010,3.0
3326,031408,020,3.0
3327,031424,010,0.0
3328,031425,010,1.0
3329,031425,020,1.0
3330,031450,010,2.0
3331,031460,010,1.0
3332,031488,020,1.0
3333,031488,030,2.0
3334,031491,010,1.0
3335,031513,010,1.0
3336,031514,010,0.0
3337,031552,010,3.0
3338,031552,040,1.0
3339,031568,010,0.0
3340,031573,020,2.0
3341,031573,030,3.0
3342,031579,010,3.0
3343,031579,020,1.0
3344,031590,010,3.0
3345,031590,040,2.0
3346,031592,020,2.0
3347,031592,030,3.0
3348,031598,030,2.0
3349,031599,010,3.0
3350,031599,040,3.0
3351,031605,010,2.0
3352,031605,040,0.0
3353,031607,010,3.0
3354,031607,040,3.0
3355,031608,010,1.0
3356,031608,020,0.0
3357,031626,020,1.0
3358,031626,030,2.0
3359,031628,010,2.0
3360,031632,010,0.0
3361,031632,020,0.0
3362,031633,020,0.0
3363,031633,030,0.0
3364,031646,010,1.0
3365,031670,010,2.0
3366,031686,010,2.0
3367,031686,040,2.0
3368,031714,010,1.0
3369,031766,020,0.0
3370,031766,030,
3371,031770,020,1.0
3372,031770,030,1.0
3373,031789,020,0.0
3374,031789,030,0.0
3375,031810,010,3.0
3376,031810,040,3.0
3377,031813,010,0.0
3378,031813,020,2.0
3379,031815,030,1.0
3380,031821,020,2.0
3381,031821,030,1.0
3382,031824,010,1.0
3383,031824,040,1.0
3384,031830,010,2.0
3385,031831,020,2.0
3386,031831,030,3.0
3387,031833,010,3.0
3388,031833,020,2.0
3389,031836,010,1.0
3390,031840,010,3.0
3391,031840,020,1.0
3392,031846,010,2.0
3393,031846,020,1.0
3394,031847,010,2.0
3395,031863,030,3.0
3396,031865,010,1.0
3397,031865,040,1.0
3398,031867,020,3.0
3399,031867,030,1.0
3400,031879,010,2.0
3401,031879,020,1.0
3402,031883,020,1.0
3403,031883,030,2.0
3404,031890,010,0.0
3405,031890,040,0.0
3406,031891,010,2.0
3407,031902,010,0.0
3408,031902,020,0.0
3409,031912,020,2.0
3410,031912,030,2.0
3411,031913,010,1.0
3412,031913,020,2.0
3413,031917,010,3.0
3414,031917,040,3.0
3415,031918,020,2.0
3416,031918,030,3.0
3417,031919,010,3.0
3418,031919,040,2.0
3419,031923,010,1.0
3420,031923,020,1.0
3421,031929,010,3.0
3422,031929,020,1.0
3423,031946,020,3.0
3424,031946,030,3.0
3425,031960,010,0.0
3426,031995,010,3.0
3427,032014,010,0.0
3428,032014,040,0.0
3429,032043,010,0.0
3430,032048,010,2.0
3431,032048,040,3.0
3432,032053,020,0.0
3433,032053,030,2.0
3434,032058,010,1.0
3435,032058,040,3.0
3436,032084,010,0.0
3437,032085,010,2.0
3438,032093,010,0.0
3439,032119,010,1.0
3440,032122,010,2.0
3441,032126,020,2.0
3442,032126,030,1.0
3443,032142,010,1.0
3444,032148,020,1.0
3445,032148,030,1.0
3446,032157,010,2.0
3447,032157,020,2.0
3448,032181,010,2.0
3449,032181,040,1.0
3450,032185,010,0.0
3451,032185,040,1.0
3452,032188,010,2.0
3453,032202,010,0.0
3454,032209,020,2.0
3455,032209,030,2.0
3456,032210,010,2.0
3457,032210,040,2.0
3458,032214,010,1.0
3459,032214,020,2.0
3460,032215,010,1.0
3461,032215,020,1.0
3462,032225,020,2.0
3463,032225,030,3.0
3464,032228,040,1.0
3465,032235,010,1.0
3466,032236,020,0.0
3467,032236,030,1.0
3468,032248,010,1.0
3469,032255,010,1.0
3470,032255,020,1.0
3471,032256,010,1.0
3472,032256,020,1.0
3473,032260,010,1.0
3474,032260,020,2.0
3475,032264,010,2.0
3476,032264,020,2.0
3477,032265,010,2.0
3478,032265,020,0.0
3479,032266,010,3.0
3480,032266,020,0.0
3481,032282,010,1.0
3482,032282,020,0.0
3483,032308,010,2.0
3484,032312,010,3.0
3485,032312,020,2.0
3486,032321,010,3.0
3487,032321,020,3.0
3488,032360,010,2.0
3489,032361,010,1.0
3490,032372,010,2.0
3491,032372,020,3.0
3492,032373,020,3.0
3493,032373,030,3.0
3494,032378,010,1.0
3495,032378,040,1.0
3496,032379,010,3.0
3497,032379,020,3.0
3498,032398,010,1.0
3499,032398,020,2.0
3500,032399,020,1.0
3501,032399,030,2.0
3502,032414,010,3.0
3503,032420,010,2.0
3504,032420,020,1.0
3505,032421,010,3.0
3506,032441,010,1.0
3507,032441,020,1.0
3508,032443,010,3.0
3509,032443,020,3.0
3510,032449,010,1.0
3511,032449,040,1.0
3512,032453,010,1.0
3513,032453,040,1.0
3514,032457,010,2.0
3515,032463,010,1.0
3516,032463,040,0.0
3517,032480,010,3.0
3518,032480,040,2.0
3519,032481,010,3.0
3520,032481,040,3.0
3521,032482,010,1.0
3522,032484,020,1.0
3523,032484,030,1.0
3524,032529,010,3.0
3525,032532,010,3.0
3526,032532,020,1.0
3527,032538,010,3.0
3528,032538,020,3.0
3529,032542,010,1.0
3530,032542,040,1.0
3531,032552,010,1.0
3532,032558,010,1.0
3533,032558,020,1.0
3534,032568,010,1.0
3535,032570,030,0.0
3536,032572,010,0.0
3537,032573,010,0.0
3538,032622,020,0.0
3539,032622,030,0.0
3540,032628,010,0.0
3541,032628,040,0.0
3542,032634,020,2.0
3543,032634,030,1.0
3544,032638,010,1.0
3545,032658,010,1.0
3546,032661,010,1.0
3547,032664,020,1.0
3548,032664,030,2.0
3549,032669,020,0.0
3550,032669,030,1.0
3551,032676,020,1.0
3552,032676,030,2.0
3553,032678,010,3.0
3554,032685,010,0.0
3555,032687,010,1.0
3556,032696,020,1.0
3557,032696,030,0.0
3558,032699,010,1.0
3559,032699,020,1.0
3560,032700,010,2.0
3561,032700,020,1.0
3562,032701,010,1.0
3563,032701,040,3.0
3564,032727,010,0.0
3565,032731,010,1.0
3566,032731,040,1.0
3567,032742,010,1.0
3568,032742,020,3.0
3569,032750,010,0.0
3570,032753,010,3.0
3571,032760,020,1.0
3572,032760,030,1.0
3573,032786,010,1.0
3574,032786,020,3.0
3575,032800,010,2.0
3576,032800,040,3.0
3577,032801,010,0.0
3578,032809,010,1.0
3579,032809,040,1.0
3580,032821,010,3.0
3581,032821,020,1.0
3582,032825,020,0.0
3583,032825,030,1.0
3584,032830,010,2.0
3585,032835,010,0.0
3586,032835,020,1.0
3587,032845,010,3.0
3588,032846,020,2.0
3589,032846,030,3.0
3590,032852,010,1.0
3591,032855,010,3.0
3592,032855,020,3.0
3593,032857,010,1.0
3594,032857,040,1.0
3595,032858,010,1.0
3596,032859,010,1.0
3597,032859,020,1.0
3598,032860,010,3.0
3599,032860,020,1.0
3600,032877,010,2.0
3601,032877,020,3.0
3602,032878,010,3.0
3603,032878,040,3.0
3604,032891,020,2.0
3605,032891,030,2.0
3606,032895,010,2.0
3607,032895,020,2.0
3608,032904,010,1.0
3609,032908,010,3.0
3610,032908,020,1.0
3611,032909,010,3.0
3612,032909,040,3.0
3613,032915,010,3.0
3614,032915,020,1.0
3615,032916,010,1.0
3616,032916,040,3.0
3617,032918,010,2.0
3618,032918,040,2.0
3619,032919,020,1.0
3620,032919,030,1.0
3621,032921,010,3.0
3622,032921,020,1.0
3623,032929,010,1.0
3624,032930,010,1.0
3625,032930,020,0.0
3626,032937,010,0.0
3627,032937,040,0.0
3628,032943,010,3.0
3629,032943,020,2.0
3630,032945,010,0.0
3631,032945,020,0.0
3632,032947,010,1.0
3633,032947,020,1.0
3634,032949,010,1.0
3635,032949,020,1.0
3636,032953,020,0.0
3637,032953,030,1.0
3638,032956,010,1.0
3639,032956,020,2.0
3640,032979,010,2.0
3641,032979,020,2.0
3642,032982,020,3.0
3643,032985,020,3.0
3644,032985,030,3.0
3645,032991,010,0.0
3646,032991,020,0.0
3647,032993,010,1.0
3648,032996,010,0.0
3649,033000,010,0.0
3650,033000,020,1.0
3651,033004,010,0.0
3652,033004,040,1.0
3653,033006,010,3.0
3654,033006,020,2.0
3655,033014,010,3.0
3656,033027,010,0.0
3657,033028,010,2.0
3658,033028,020,1.0
3659,033030,010,2.0
3660,033030,020,1.0
3661,033058,020,1.0
3662,033058,030,0.0
3663,033069,010,0.0
3664,033073,010,1.0
3665,033073,020,0.0
3666,033081,010,0.0
3667,033094,010,0.0
3668,033094,040,0.0
3669,033109,010,3.0
3670,033110,020,0.0
3671,033110,030,0.0
3672,033116,010,1.0
3673,033116,040,3.0
3674,033121,010,1.0
3675,033128,010,1.0
3676,033137,010,1.0
3677,033138,010,1.0
3678,033138,040,1.0
3679,033140,010,1.0
3680,033140,040,1.0
3681,033144,010,1.0
3682,033144,020,1.0
3683,033153,020,1.0
3684,033153,030,3.0
3685,033159,010,1.0
3686,033164,010,1.0
3687,033164,040,0.0
3688,033167,010,2.0
3689,033167,040,3.0
3690,033179,010,1.0
3691,033179,040,0.0
3692,033183,010,2.0
3693,033183,040,2.0
3694,033190,010,1.0
3695,033190,020,0.0
3696,033197,010,1.0
3697,033197,040,1.0
3698,033200,020,2.0
3699,033200,030,1.0
3700,033214,010,1.0
3701,033214,040,0.0
3702,033217,010,2.0
3703,033217,040,0.0
3704,033221,020,
3705,033221,030,0.0
3706,033230,010,1.0
3707,033230,020,0.0
3708,033237,010,3.0
3709,033237,040,3.0
3710,033239,020,3.0
3711,033239,030,3.0
3712,033242,010,3.0
3713,033242,020,3.0
3714,033276,020,0.0
3715,033276,030,1.0
3716,033288,010,1.0
3717,033288,040,0.0
3718,033301,010,3.0
3719,033302,020,1.0
3720,033302,030,3.0
3721,033303,020,3.0
3722,033303,030,3.0
3723,033316,010,3.0
3724,033316,020,2.0
3725,033317,010,1.0
3726,033317,020,1.0
3727,033320,010,2.0
3728,033320,020,1.0
3729,033321,010,2.0
3730,033321,020,1.0
3731,033322,010,2.0
3732,033322,040,2.0
3733,033345,010,2.0
3734,033349,010,1.0
3735,033375,010,1.0
3736,033378,010,0.0
3737,033378,020,0.0
3738,033386,010,1.0
3739,033387,010,0.0
3740,033387,020,0.0
3741,033390,010,0.0
3742,033392,010,2.0
3743,033392,020,1.0
3744,033401,020,1.0
3745,033401,030,2.0
3746,033404,020,1.0
3747,033404,030,0.0
3748,033415,010,1.0
3749,033415,020,0.0
3750,033419,010,0.0
3751,033419,040,0.0
3752,033493,010,1.0
3753,033500,010,2.0
3754,033501,010,3.0
3755,033502,010,2.0
3756,033502,040,3.0
3757,033504,010,3.0
3758,033508,030,3.0
3759,033508,040,3.0
3760,033511,010,2.0
3761,033511,020,1.0
3762,033513,020,2.0
3763,033513,030,2.0
3764,033518,020,3.0
3765,033518,030,1.0
3766,033523,030,1.0
3767,033527,020,3.0
3768,033527,030,3.0
3769,033530,010,3.0
3770,033533,010,3.0
3771,033533,040,3.0
3772,033534,020,2.0
3773,033534,030,1.0
3774,033535,010,3.0
3775,033535,020,2.0
3776,033542,010,3.0
3777,033542,040,2.0
3778,033544,010,3.0
3779,033544,020,3.0
3780,033553,010,2.0
3781,033554,010,3.0
3782,033558,020,0.0
3783,033558,030,1.0
3784,033561,010,1.0
3785,033562,010,3.0
3786,033566,010,3.0
3787,033566,020,3.0
3788,033583,010,2.0
3789,033583,040,2.0
3790,033600,010,3.0
3791,033604,010,2.0
3792,033604,040,1.0
3793,033605,010,3.0
3794,033605,020,2.0
3795,033643,010,2.0
3796,033643,040,0.0
3797,033644,010,3.0
3798,033649,010,2.0
3799,033649,020,0.0
3800,033651,010,2.0
3801,033651,040,2.0
3802,033677,010,0.0
3803,033677,020,0.0
3804,033700,010,1.0
3805,033703,010,1.0
3806,033748,010,2.0
3807,033748,020,3.0
3808,033769,010,0.0
3809,033769,040,3.0
3810,033780,010,0.0
3811,033780,020,0.0
3812,033808,010,1.0
3813,033827,010,3.0
3814,033827,020,2.0
3815,033832,010,3.0
3816,033833,010,2.0
3817,033842,020,1.0
3818,033842,030,1.0
3819,033857,020,3.0
3820,033857,030,2.0
3821,033860,010,3.0
3822,033860,040,1.0
3823,033866,010,3.0
3824,033866,040,1.0
3825,033867,010,3.0
3826,033867,020,2.0
3827,033879,010,3.0
3828,033879,020,1.0
3829,033884,010,3.0
3830,033884,020,3.0
3831,033885,010,1.0
3832,033885,040,1.0
3833,033888,010,3.0
3834,033889,010,3.0
3835,033902,010,0.0
3836,033902,040,0.0
3837,033914,010,3.0
3838,033935,010,3.0
3839,033935,020,2.0
3840,033938,010,3.0
3841,033938,020,3.0
3842,033940,020,3.0
3843,033940,030,3.0
3844,033941,010,1.0
3845,033944,030,3.0
3846,033944,040,1.0
3847,033945,010,3.0
3848,033945,020,3.0
3849,033951,010,3.0
3850,033951,040,3.0
3851,033995,010,3.0
3852,033996,010,0.0
3853,034016,010,3.0
3854,034024,010,0.0
3855,034024,020,1.0
3856,034026,010,0.0
3857,034026,040,2.0
3858,034034,010,0.0
3859,034035,010,1.0
3860,034035,020,1.0
3861,034049,010,0.0
3862,034049,020,1.0
3863,034050,010,0.0
3864,034050,040,0.0
3865,034086,010,3.0
3866,034089,020,3.0
3867,034089,030,3.0
3868,034093,010,2.0
3869,034093,040,2.0
3870,034095,010,3.0
3871,034095,040,3.0
3872,034096,010,2.0
3873,034096,020,1.0
3874,034124,020,3.0
3875,034124,030,3.0
3876,034126,010,3.0
3877,034126,040,3.0
3878,034130,010,3.0
3879,034130,040,3.0
3880,034135,010,3.0
3881,034140,010,2.0
3882,034148,010,3.0
3883,034148,020,3.0
3884,034153,010,2.0
3885,034153,020,2.0
3886,034161,010,0.0
3887,034161,020,0.0
3888,034163,010,0.0
3889,034200,010,2.0
3890,034213,010,1.0
3891,034213,020,3.0
3892,034222,010,3.0
3893,034222,020,2.0
3894,034223,010,1.0
3895,034231,010,0.0
3896,034235,010,2.0
3897,034237,010,1.0
3898,034270,010,3.0
3899,034270,020,3.0
3900,034274,020,3.0
3901,034274,030,3.0
3902,034276,010,3.0
3903,034276,020,2.0
3904,034277,010,3.0
3905,034279,010,3.0
3906,034279,020,3.0
3907,034285,010,2.0
3908,034285,040,2.0
3909,034287,010,1.0
3910,034287,040,0.0
3911,034290,010,1.0
3912,034290,020,1.0
3913,034291,020,0.0
3914,034291,030,0.0
3915,034293,010,0.0
3916,034297,010,1.0
3917,034319,010,2.0
3918,034319,040,2.0
3919,034320,010,1.0
3920,034320,040,2.0
3921,034338,010,2.0
3922,034338,020,3.0
3923,034350,010,1.0
3924,034350,020,3.0
3925,034353,010,1.0
3926,034353,020,1.0
3927,034356,010,1.0
3928,034356,040,1.0
3929,034360,010,3.0
3930,034360,020,0.0
3931,034366,010,0.0
3932,034366,020,0.0
3933,034371,010,3.0
3934,034371,020,2.0
3935,034390,010,1.0
3936,034390,040,1.0
3937,034395,010,0.0
3938,034412,010,0.0
3939,034437,010,3.0
3940,034437,020,2.0
3941,034470,010,2.0
3942,034470,040,2.0
3943,034476,030,2.0
3944,034485,010,3.0
3945,034485,020,2.0
3946,034497,010,0.0
3947,034497,020,0.0
3948,034501,010,0.0
3949,034501,020,0.0
3950,034523,010,2.0
3951,034523,040,3.0
3952,034524,020,1.0
3953,034524,030,3.0
3954,034525,010,1.0
3955,034525,020,1.0
3956,034533,010,1.0
3957,034534,010,1.0
3958,034577,010,3.0
3959,034624,020,2.0
3960,034624,030,2.0
3961,034625,010,0.0
3962,034644,010,0.0
3963,034667,020,1.0
3964,034667,030,2.0
3965,034668,010,1.0
3966,034668,020,2.0
3967,034678,010,0.0
3968,034678,040,0.0
3969,034682,020,0.0
3970,034682,030,0.0
3971,034684,010,0.0
3972,034684,040,0.0
3973,034710,010,3.0
3974,034720,010,3.0
3975,034720,040,2.0
3976,034728,010,3.0
3977,034728,020,1.0
3978,034738,010,3.0
3979,034750,010,3.0
3980,034750,020,2.0
3981,034753,010,3.0
3982,034756,020,1.0
3983,034756,030,2.0
3984,034760,010,3.0
3985,034760,040,1.0
3986,034763,010,1.0
3987,034763,040,2.0
3988,034765,020,3.0
3989,034765,030,3.0
3990,034768,010,3.0
3991,034768,040,3.0
3992,034769,010,3.0
3993,034769,020,2.0
3994,034795,010,1.0
3995,034795,040,1.0
3996,034803,010,1.0
3997,034823,010,0.0
3998,034836,010,3.0
3999,034836,020,2.0
4000,034845,010,1.0
4001,034845,040,0.0
4002,034848,010,2.0
4003,034855,010,1.0
4004,034863,010,2.0
4005,034874,010,2.0
4006,034874,040,1.0
4007,034884,010,3.0
4008,034884,020,1.0
4009,034936,010,1.0
4010,034938,010,1.0
4011,034938,020,2.0
4012,034943,010,2.0
4013,034948,010,2.0
4014,034954,010,1.0
4015,034954,040,1.0
4016,034955,010,1.0
4017,034955,020,1.0
4018,034957,010,1.0
4019,034957,020,1.0
4020,034974,010,3.0
4021,034974,020,3.0
4022,034975,020,2.0
4023,034975,030,1.0
4024,034985,010,3.0
4025,034985,020,1.0
4026,034987,010,1.0
4027,034987,040,3.0
4028,034989,010,1.0
4029,034998,010,3.0
4030,034998,040,2.0
4031,035008,010,3.0
4032,035008,020,3.0
4033,035009,010,1.0
4034,035009,020,3.0
4035,035014,030,3.0
4036,035019,010,2.0
4037,035019,040,3.0
4038,035025,010,1.0
4039,035033,020,0.0
4040,035033,030,1.0
4041,035052,020,1.0
4042,035052,030,3.0
4043,035094,010,1.0
4044,035130,010,3.0
4045,035130,020,3.0
4046,035150,010,2.0
4047,035150,040,3.0
4048,035164,020,1.0
4049,035164,030,1.0
4050,035167,010,1.0
4051,035167,020,1.0
4052,035169,010,1.0
4053,035169,040,1.0
4054,035171,010,3.0
4055,035171,020,3.0
4056,035201,010,1.0
4057,035201,040,0.0
4058,035208,010,0.0
4059,035228,020,1.0
4060,035228,030,1.0
4061,035250,020,1.0
4062,035250,030,3.0
4063,035258,010,3.0
4064,035260,010,1.0
4065,035260,020,1.0
4066,035264,030,0.0
4067,035264,040,1.0
4068,035265,010,1.0
4069,035265,020,2.0
4070,035286,010,2.0
4071,035286,040,2.0
4072,035320,010,1.0
4073,035320,020,0.0
4074,035321,010,3.0
4075,035321,020,3.0
4076,035328,010,0.0
4077,035328,040,1.0
4078,035330,010,0.0
4079,035334,020,0.0
4080,035334,030,1.0
4081,035362,010,2.0
4082,035362,020,2.0
4083,035364,030,0.0
4084,035366,010,2.0
4085,035380,010,2.0
4086,035403,010,3.0
4087,035407,020,1.0
4088,035421,010,1.0
4089,035421,040,3.0
4090,035425,010,0.0
4091,035425,040,1.0
4092,035428,010,1.0
4093,035428,020,1.0
4094,035430,010,3.0
4095,035430,020,1.0
4096,035438,010,1.0
4097,035438,020,1.0
4098,035444,010,0.0
4099,035444,020,0.0
4100,035448,010,1.0
4101,035448,040,3.0
4102,035451,010,1.0
4103,035451,020,1.0
4104,035504,010,1.0
4105,035504,020,1.0
4106,035505,010,1.0
4107,035505,040,0.0
4108,035506,010,3.0
4109,035506,020,3.0
4110,035507,010,3.0
4111,035507,020,3.0
4112,035519,010,2.0
4113,035519,040,2.0
4114,035525,010,1.0
4115,035525,040,1.0
4116,035542,030,0.0
4117,035542,040,1.0
4118,035601,010,1.0
4119,035601,020,1.0
4120,035605,010,0.0
4121,035607,020,1.0
4122,035607,030,1.0
4123,035613,010,3.0
4124,035613,020,3.0
4125,035614,010,3.0
4126,035614,020,1.0
4127,035618,010,2.0
4128,035621,030,3.0
4129,035624,020,0.0
4130,035624,030,3.0
4131,035636,010,1.0
4132,035636,020,1.0
4133,035644,010,1.0
4134,035655,010,3.0
4135,035655,020,1.0
4136,035672,020,1.0
4137,035672,030,1.0
4138,035677,010,1.0
4139,035677,020,1.0
4140,035680,020,1.0
4141,035680,030,0.0
4142,035685,020,1.0
4143,035685,030,1.0
4144,035686,020,1.0
4145,035686,030,2.0
4146,035688,010,3.0
4147,035688,020,1.0
4148,035696,010,0.0
4149,035696,020,1.0
4150,035704,020,1.0
4151,035704,030,0.0
4152,035728,010,0.0
4153,035749,010,1.0
4154,035753,010,3.0
4155,035753,020,3.0
4156,035785,020,1.0
4157,035785,030,1.0
4158,035786,010,1.0
4159,035786,040,1.0
4160,035789,010,1.0
4161,035789,020,0.0
4162,035793,010,2.0
4163,035793,020,1.0
4164,035797,010,1.0
4165,035797,020,1.0
4166,035813,010,1.0
4167,035813,020,1.0
4168,035820,010,3.0
4169,035820,020,2.0
4170,035824,010,2.0
4171,035824,040,2.0
4172,035825,010,2.0
4173,035825,020,1.0
4174,035838,020,1.0
4175,035838,030,2.0
4176,035840,010,0.0
4177,035840,040,1.0
4178,035843,010,1.0
4179,035843,020,0.0
4180,035845,010,2.0
4181,035845,040,3.0
4182,035848,010,3.0
4183,035848,020,3.0
4184,035849,010,3.0
4185,035849,020,1.0
4186,035857,010,2.0
4187,035858,010,1.0
4188,035858,040,2.0
4189,035862,010,0.0
4190,035863,010,2.0
4191,035863,040,3.0
4192,035873,010,3.0
4193,035873,020,3.0
4194,035878,010,1.0
4195,035882,010,0.0
4196,035888,010,2.0
4197,035888,040,0.0
4198,035892,010,2.0
4199,035892,040,0.0
4200,035901,020,1.0
4201,035901,030,0.0
4202,035903,020,0.0
4203,035903,030,0.0
4204,035905,010,0.0
4205,035907,010,0.0
4206,035907,020,0.0
4207,035926,010,1.0
4208,035949,010,1.0
4209,035950,020,1.0
4210,035950,030,1.0
4211,035962,020,0.0
4212,035962,030,0.0
4213,035982,010,0.0
4214,035982,040,0.0
4215,035987,020,0.0
4216,035987,030,0.0
4217,035990,020,0.0
4218,035990,030,0.0
4219,035992,010,0.0
4220,035992,020,0.0
4221,036004,010,3.0
4222,036004,040,3.0
4223,036012,010,1.0
4224,036012,020,1.0
4225,036040,010,1.0
4226,036040,020,0.0
4227,036044,010,2.0
4228,036044,040,2.0
4229,036051,010,0.0
4230,036051,020,0.0
4231,036057,010,2.0
4232,036057,040,1.0
4233,036068,010,2.0
4234,036069,010,1.0
4235,036077,010,1.0
4236,036077,040,0.0
4237,036081,010,1.0
4238,036107,010,1.0
4239,036126,010,1.0
4240,036126,040,0.0
4241,036129,020,1.0
4242,036129,030,2.0
4243,036141,010,3.0
4244,036141,040,2.0
4245,036142,020,1.0
4246,036142,030,1.0
4247,036148,010,1.0
4248,036148,040,1.0
4249,036150,010,2.0
4250,036150,020,1.0
4251,036151,010,1.0
4252,036170,010,1.0
4253,036171,010,1.0
4254,036171,040,1.0
4255,036175,010,1.0
4256,036175,040,2.0
4257,036179,010,2.0
4258,036179,020,1.0
4259,036199,020,1.0
4260,036199,030,1.0
4261,036201,010,1.0
4262,036201,020,1.0
4263,036203,010,2.0
4264,036203,020,1.0
4265,036206,010,1.0
4266,036218,020,1.0
4267,036218,030,2.0
4268,036223,020,0.0
4269,036223,030,1.0
4270,036227,010,0.0
4271,036227,040,1.0
4272,036230,010,0.0
4273,036230,020,1.0
4274,036233,020,3.0
4275,036233,030,1.0
4276,036234,010,1.0
4277,036234,020,0.0
4278,036236,010,0.0
4279,036236,020,0.0
4280,036238,010,1.0
4281,036243,020,2.0
4282,036243,030,1.0
4283,036245,010,1.0
4284,036245,040,0.0
4285,036250,010,2.0
4286,036250,020,1.0
4287,036256,010,0.0
4288,036256,020,0.0
4289,036257,010,3.0
4290,036257,020,1.0
4291,036275,010,2.0
4292,036277,010,1.0
4293,036277,040,2.0
4294,036290,010,1.0
4295,036330,010,3.0
4296,036338,010,0.0
4297,036345,010,1.0
4298,036350,010,3.0
4299,036356,010,3.0
4300,036370,010,1.0
4301,036386,010,2.0
4302,036386,020,2.0
4303,036388,010,1.0
4304,036389,010,0.0
4305,036391,010,0.0
4306,036393,010,0.0
4307,036398,010,1.0
4308,036398,040,2.0
4309,036408,020,2.0
4310,036408,030,2.0
4311,036413,010,1.0
4312,036413,040,0.0
4313,036418,020,0.0
4314,036418,030,0.0
4315,036445,010,0.0
4316,036445,040,0.0
4317,036450,010,0.0
4318,036450,040,0.0
4319,036452,020,0.0
4320,036452,030,0.0
4321,036453,020,3.0
4322,036453,030,1.0
4323,036471,010,2.0
4324,036473,020,0.0
4325,036476,010,1.0
4326,036476,020,1.0
4327,036489,010,0.0
4328,036489,040,0.0
4329,036491,020,1.0
4330,036491,030,1.0
4331,036495,010,1.0
4332,036495,040,1.0
4333,036499,010,2.0
4334,036499,040,2.0
4335,036503,020,0.0
4336,036503,030,0.0
4337,036504,010,0.0
4338,036510,010,3.0
4339,036510,040,1.0
4340,036536,010,0.0
4341,036536,020,0.0
4342,036549,020,1.0
4343,036549,030,2.0
4344,036551,010,0.0
4345,036551,040,0.0
